license_type,business_name,street_address,status,city,state,zip_code,phone_no,year,licence_number,full_address,active,lat,lon
Restaurant (A-M) License,MCCLURE OIL CORP. #75,"6220 MICHIGAN ST,  SOUTH BEND,  46614",RENEWED,SOUTH BEND,IN,46614,(574) 231-9810,2021,RST2021-246,"6220 MICHIGAN ST,  SOUTH BEND,  46614, SOUTH BEND, IN, 46614",FALSE,NA,NA
Arborist License,B AND B FLORAL ADVENTURES,26160 LAKE LN,RENEWED,SOUTH BEND,IN,46619,574-850-6588,2021,ARB2021-022,"26160 LAKE LN, SOUTH BEND, IN, 46619",FALSE,NA,NA
Massage Therapist License,SARA E COZORT,230 JR. ACHIEVEMENT DR. APT. B108,RENEWED,ELKHART,IN,46516,574-612-8284,2022,MST2022-016,"230 JR. ACHIEVEMENT DR. APT. B108, ELKHART, IN, 46516",FALSE,NA,NA
Restaurant (A-M) License,JENNY'S BAKERY,740 S WALNUT ST,RENEWED,SOUTH BEND,IN,46619,574-283-0211,2021,RST2021-345,"740 S WALNUT ST, SOUTH BEND, IN, 46619",FALSE,41.666937,-86.270852
Restaurant (A-M) License,DOMINO'S PIZZA #2654,1627 EDISON RD,RENEWED,SOUTH BEND,IN,46637,574-271-0300,2021,RST2021-400,"1627 EDISON RD, SOUTH BEND, IN, 46637",FALSE,41.6944911,-86.2245832
Restaurant (N-Z) License,Rebel #887,2702 Mishawaka Ave.,RENEWED,South Bend,IN,46615,574-213-1068,2022,RST2022-406,"2702 Mishawaka Ave., South Bend, IN, 46615",FALSE,41.6653558,-86.2084882
Scrap Metal Dealer License,"ALTERNATIVE TWO, LLC",700 W  CHIPPEWA AVE,RENEWED,South Bend,IN,46614,NA,2020,SCR2020-007,"700 W  CHIPPEWA AVE, South Bend, IN, 46614",FALSE,41.6359518,-86.264413
Automotive Repair License,DALE'S SERVICE CENTER,1575 N  BENDIX DR,RENEWED,SOUTH BEND,IN,46628,574-289-9636,2021,AUT2021-008,"1575 N  BENDIX DR, SOUTH BEND, IN, 46628",FALSE,41.6957704,-86.2936032
Arborist License,HOMER TREE SERVICE INC,16464 W 143rd St,RENEWED,LOCKPORT,IL,60441,815-512-7018,2021,ARB2021-026,"16464 W 143rd St, LOCKPORT, IL, 60441",FALSE,41.6271554,-88.0161463
Restaurant (N-Z) License,SAINT PATRICK CATHOLIC CHURCH,308 S SCOTT ST,RENEWED,SOUTH BEND,IN,46601,574-287-8932,2021,RST2021-175,"308 S SCOTT ST, SOUTH BEND, IN, 46601",FALSE,41.6732203,-86.2584789
Alarm Agent License,BONTRAGER SECURITY SOLUTIONS L,"69295 County Road 23, New Paris, Indiana, 46553",RENEWED,New Paris,IN,46553,574-971-1821,2021,ALR2021-006,"69295 County Road 23, New Paris, Indiana, 46553, New Paris, IN, 46553",FALSE,NA,NA
Restaurant (N-Z) License,RICO SUAVE GROUP LLC,55891 MAYFLOWER RD.,RENEWED,SOUTH BEND,IN,46619,574-485-9093,2022,RST2022-339,"55891 MAYFLOWER RD., SOUTH BEND, IN, 46619",FALSE,41.6538071,-86.3220837
Alarm Agent License,ALARMS BY TURNER,56085   CHAPEL LN,RENEWED,SOUTH BEND,IN,46619,574-282-1102,2020,1583ALARM2020,"56085   CHAPEL LN, SOUTH BEND, IN, 46619",FALSE,NA,NA
Automotive Repair License,ORTIZ AUTO BODY SHOP,3501 W WESTERN AVE,ACTIVE,SOUTH BEND,IN,46619,574-339-4735,2023,AUT2023-020,"3501 W WESTERN AVE, SOUTH BEND, IN, 46619",FALSE,41.672022,-86.297416
Restaurant (A-M) License,LINCOLNWAY MINI MART INC.,705 LINCOLN WAY,RENEWED,SOUTH BEND,IN,46616,574-288-5030,2020,4358RESTAM2020,"705 LINCOLN WAY, SOUTH BEND, IN, 46616",FALSE,41.666636,-86.2385554
Restaurant (A-M) License,MEEK & MELZ CURBSIDE CAFE,121 S NILES AVE,RENEWED,SOUTH BEND,IN,46617,574-316-2219,2020,RST2020-048,"121 S NILES AVE, SOUTH BEND, IN, 46617",FALSE,41.6760347,-86.2444524
Massage Establishment License,CHINESE MASSAGE SPA,2614 S. MICHIGAN ST.,RENEWED,SOUTH BEND,IN,46614,312-409-3093,2021,MSE2021-014,"2614 S. MICHIGAN ST., SOUTH BEND, IN, 46614",FALSE,41.6474888,-86.2495499
Alarm Agent License,EMERGENCY 24 INC,"999 E Touhy Ave,  Ste 500,  Des Plaines,  Illinois,  60018",RENEWED,DES PLAINES,IL,60018,800-827-3624,2020,6296ALARM2020,"999 E Touhy Ave,  Ste 500,  Des Plaines,  Illinois,  60018, DES PLAINES, IL, 60018",FALSE,NA,NA
Secondhand Store License,"FEMME FATALE GUNS & SPORTING, INC.",4325 S MICHIGAN ST SOUTH BEND IN,RENEWED,SOUTH BEND,IN,46614,574-288-0007,2021,SHN2021-007,"4325 S MICHIGAN ST SOUTH BEND IN, SOUTH BEND, IN, 46614",FALSE,41.6306057,-86.2509791
Restaurant (N-Z) License,PIZZA HUT #34126,2017 SOUTH BEND AVE,RENEWED,SOUTH BEND,IN,46637,574-273-9944,2022,RST2022-349,"2017 SOUTH BEND AVE, SOUTH BEND, IN, 46637",FALSE,41.6990861,-86.2190858
Self Service Laundry/Dry Cleaner License,BURTON'S LAUNDRY,3706 W WESTERN AVE,ACTIVE,SOUTH BEND,IN,46619,574-255-6101,2023,LND23-00033,"3706 W WESTERN AVE, SOUTH BEND, IN, 46619",FALSE,41.6718376,-86.2998913
Lawn Parking License,1203 WHITE OAK DR.,1203 WHITE OAK DR.,RENEWED,SOUTH BEND,IN,46617,NA,2021,LWN2021-039,"1203 WHITE OAK DR., SOUTH BEND, IN, 46617",FALSE,41.6910555,-86.2244278
Restaurant (N-Z) License,TACO BELL,231 E IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-291-9550,2020,8511RESTZ2020,"231 E IRELAND RD, SOUTH BEND, IN, 46614",FALSE,41.6294441,-86.2478028
Restaurant (N-Z) License,O'ROURKE'S PUBLIC HOUSE,1044 E ANGELA BLVD,RENEWED,SOUTH BEND,IN,46617,574-251-0355,2022,RST2022-305,"1044 E ANGELA BLVD, SOUTH BEND, IN, 46617",FALSE,41.692812000000004,-86.2383904
Restaurant (N-Z) License,UNIVERSITY MARATHON SOUTH,111 E IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-291-3283,2021,RST2021-178,"111 E IRELAND RD, SOUTH BEND, IN, 46614",FALSE,41.6290813,-86.2506527
Vehicle Removal Service License,VIC'S TOWING & RECOVERY LLC,"825 S FELLOWS ST,  SOUTH BEND,  46601",RENEWED,SOUTH BEND,IN,46619,574-383-2950,2020,6675VEHREM2020,"825 S FELLOWS ST,  SOUTH BEND,  46601, SOUTH BEND, IN, 46619",FALSE,NA,NA
Vehicle Removal Service License,VIC'S TOWING & RECOVERY LLC,825 S FELLOWS ST,RENEWED,SOUTH BEND,IN,46601,574-383-2950,2022,VHR2022-003,"825 S FELLOWS ST, SOUTH BEND, IN, 46601",FALSE,41.6700352,-86.2445659
Restaurant (N-Z) License,PL EXPO BP INC.,5307 W WESTERN AVE,RENEWED,SOUTH BEND,IN,46619,574-310-9068,2021,RST2021-212,"5307 W WESTERN AVE, SOUTH BEND, IN, 46619",FALSE,41.6720636,-86.320989
Donation Box License,GOODWILL INDUSTRIES OF MICHIAN,2081 SOUTH BEND AVE,INACTIVE,SOUTH BEND,IN,46637,574-472-7300,2021,DNB2021-001,"2081 SOUTH BEND AVE, SOUTH BEND, IN, 46637",FALSE,41.7007777,-86.2182309
Alarm Agent License,"FSS TECHNOLOGIES, LLC",516 W Campus Dr,RENEWED,ARLINGTON HEIGHTS,IL,60004,847-577-1950,2021,ALR2021-011,"516 W Campus Dr, ARLINGTON HEIGHTS, IL, 60004",FALSE,42.134744,-87.9887007
Automotive Repair License,LIL J BUENO'S BODY SHOP & AUTO REPAIR,1636 PRAIRIE AVE,RENEWED,SOUTH BEND,IN,46613,574-234-6880,2021,AUT2021-026,"1636 PRAIRIE AVE, SOUTH BEND, IN, 46613",FALSE,41.6570619,-86.2658417
Restaurant (A-M) License,MACRI'S ITALIAN BAKERY,214 N NILES AVE,RENEWED,SOUTH BEND,IN,46617,574-282-101,2021,RST2021-419,"214 N NILES AVE, SOUTH BEND, IN, 46617",FALSE,41.678077,-86.2442421
Restaurant (N-Z) License,RAGAMUFFIN BAKERY & COFFEE,321 S MAIN ST,RENEWED,SOUTH BEND,IN,46601,765-366-3808,2021,RST2021-120,"321 S MAIN ST, SOUTH BEND, IN, 46601",FALSE,41.6728046,-86.2526466
Secondhand Store License,"RENEGADE RESALE, LLC",928 E. IRELAND RD.,RENEWED,SOUTH BEND,IN,46614,574-217-8039,2022,SHN2022-006,"928 E. IRELAND RD., SOUTH BEND, IN, 46614",FALSE,41.6291839,-86.2384308
Alarm Agent License,ALARM GRID INC,"5360 N FEDERAL HWY LIGHTHOUSE POINT, FL  33064",RENEWED,LIGHTHOUSE POINT,FL,33064,888-818-7728,2020,6496ALARM2020,"5360 N FEDERAL HWY LIGHTHOUSE POINT, FL  33064, LIGHTHOUSE POINT, FL, 33064",FALSE,NA,NA
Massage Therapist License,DEBBIE K AARING,1661 COBBLESTONE BLVD.,ACTIVE,ELKHART,IN,46514,NA,2023,MST2023-002,"1661 COBBLESTONE BLVD., ELKHART, IN, 46514",FALSE,41.7090876,-85.9160226
Restaurant (A-M) License,THE FRIENDLY CONFINES,1502   DUNHAM ST,RENEWED,SOUTH BEND,IN,46619,574-217-7041,2020,8122RESTAM2020,"1502   DUNHAM ST, SOUTH BEND, IN, 46619",FALSE,41.6666035,-86.2719103
Restaurant (A-M) License,LB FOOD MART INC.,1623 LINCOLN WAY W,ACTIVE,SOUTH BEND,IN,46628,574-233-4168,2023,RST2023-233,"1623 LINCOLN WAY W, SOUTH BEND, IN, 46628",FALSE,41.6585398,-86.2227799
Secondhand Store License,WORLDWIDE JEWELRY & PAWN,1072 LINCOLN WAY E,ACTIVE,South Bend,IN,46601,574-232-9909,2023,SHN2023-012,"1072 LINCOLN WAY E, South Bend, IN, 46601",FALSE,NA,NA
Precious Metal Dealer License,GOLD & DIAMONDS,3227 W  SAMPLE ST,RENEWED,SOUTH BEND,IN,46619,574-246-9989,2020,1376PRECM2020,"3227 W  SAMPLE ST, SOUTH BEND, IN, 46619",FALSE,41.6650362,-86.2943266
Alarm Agent License,CV Technology llc,54425 LONGWOOD DR,ACTIVE,South Bend,IN,46628,574-855-4366,2023,ALR2023-042,"54425 LONGWOOD DR, South Bend, IN, 46628",FALSE,NA,NA
Restaurant (N-Z) License,Neelkhant LLC  dba Subway,"837 S IRONWOOD DR, SOUTH BEND, 46615",RENEWED,South Bend,IN,46615,574-309-2625,2021,RST2021-113,"837 S IRONWOOD DR, SOUTH BEND, 46615, South Bend, IN, 46615",FALSE,NA,NA
Restaurant (A-M) License,Holiday Inn Express-South,210 E CALLANDER ST,RENEWED,South Bend,IN,46614,574-291-1040,2022,RST2022-015,"210 E CALLANDER ST, South Bend, IN, 46614",FALSE,41.6273216,-86.2500818
Restaurant (A-M) License,CHIPPEWA BOWL,225 W  CHIPPEWA AVE,RENEWED,SOUTH BEND,IN,46614,574-291-5093,2020,2943RESTAM2020,"225 W  CHIPPEWA AVE, SOUTH BEND, IN, 46614",FALSE,41.6370907,-86.2533121
Peddlers and Canvassers License,VICTOR JONES JR. / TRUGREEN,3606   GAGNON ST,INACTIVE,SOUTH BEND,IN,46616,574-233-9700,2020,8687PEDDLR2020,"3606   GAGNON ST, SOUTH BEND, IN, 46616",FALSE,41.7180351,-86.2984676
Alarm Agent License,AVANT GUARD MONITORING CENTERS,4699 Harrison Blvd,ACTIVE,OGDEN,UT,84403,801-781-6163,2023,ALR2023-013,"4699 Harrison Blvd, OGDEN, UT, 84403",FALSE,41.1781203,-111.9498741
Restaurant (N-Z) License,SPEEDWAY #5153,2150 SOUTH BEND AVE,RENEWED,SOUTH BEND,IN,46637,574-277-2071,2021,RST2021-314,"2150 SOUTH BEND AVE, SOUTH BEND, IN, 46637",FALSE,41.6993341,-86.2168995
Restaurant (A-M) License,EL TECATE INC,450 S CARLISLE ST,ACTIVE,SOUTH BEND,IN,46619,574-931-2936,2023,RST2023-086,"450 S CARLISLE ST, SOUTH BEND, IN, 46619",FALSE,41.6704891,-86.280826
Restaurant (N-Z) License,Politos,401 N HICKORY RD,ACTIVE,SOUTH BEND,IN,46615,574-243-5385,2023,RST2023-332,"401 N HICKORY RD, SOUTH BEND, IN, 46615",FALSE,41.6839038,-86.1965589
Restaurant (A-M) License,CHIPOTLE MEXICAN GRILL #1268,1251 N  EDDY ST,RENEWED,COLUMBUS,OH,43218,614-318-2482,2020,3408RESTAM2020,"1251 N  EDDY ST, COLUMBUS, OH, 43218",FALSE,NA,NA
Alarm Agent License,"INTERFACE SECURITY SYSTEMS, LLC",3773 Corporate Centre Dr,RENEWED,EARTH CITY,MO,63045,314-595-0100,2022,ALR2022-015,"3773 Corporate Centre Dr, EARTH CITY, MO, 63045",FALSE,NA,NA
Restaurant (A-M) License,ALOFT BANQUETS AND CATERING,111 N MAIN ST,INACTIVE,SOUTH BEND,IN,46601,574-288-8000,2021,RST2021-397,"111 N MAIN ST, SOUTH BEND, IN, 46601",FALSE,41.6765772,-86.2524213
Restaurant (A-M) License,CHOCOLATE CAFE' - SOUTH BEND CLINIC,"211 N EDDY ST, SOUTH BEND, IN, 46617",RENEWED,SOUTH BEND,IN,46617,574-233-2577,2022,RST2022-293,"211 N EDDY ST, SOUTH BEND, IN, 46617, SOUTH BEND, IN, 46617",FALSE,NA,NA
Self Service Laundry/Dry Cleaner License,BURTON'S LAUNDRY,1258   ELWOOD AVE,RENEWED,SOUTH BEND,IN,46615,574-255-6101,2020,536SSLAUN2020,"1258   ELWOOD AVE, SOUTH BEND, IN, 46615",FALSE,41.6938622,-86.2684179
Restaurant (N-Z) License,THE LOCAL CUP,1009 PORTAGE AVE,EXPIRED,SOUTH BEND,IN,46616,574-232-9182,2023,RST2023-151,"1009 PORTAGE AVE, SOUTH BEND, IN, 46616",FALSE,41.688237,-86.2629285
Restaurant (N-Z) License,THE OLIVER INN,630 W WASHINGTON ST,RENEWED,SOUTH BEND,IN,46601,574-232-4545,2021,RST2021-166,"630 W WASHINGTON ST, SOUTH BEND, IN, 46601",FALSE,41.6762286,-86.2582299
Restaurant (A-M) License,LITTLE CAESARS PIZZA,3601   EDISON RD,RENEWED,GRANGER,IN,46530,574-243-4680,2020,3278RESTAM2020,"3601   EDISON RD, GRANGER, IN, 46530",FALSE,NA,NA
Arborist License,VERA CRUZ TREE SERVICE,24265 FILLMORE RD,RENEWED,SOUTH BEND,IN,46619,574-288-6543,2022,ARB2022-032,"24265 FILLMORE RD, SOUTH BEND, IN, 46619",FALSE,NA,NA
Restaurant (A-M) License,KRIS'S KOUNTRY KITCHEN,2212 MIAMI ST,RENEWED,SOUTH BEND,IN,46613,574-251-0377,2021,RST2021-095,"2212 MIAMI ST, SOUTH BEND, IN, 46613",FALSE,41.6517438,-86.2347836
Automotive Repair License,FRED & JIM'S GARAGE,3324   MISHAWAKA AVE,RENEWED,SOUTH BEND,IN,46615,574-289-2600,2020,3296AUTO2020,"3324   MISHAWAKA AVE, SOUTH BEND, IN, 46615",FALSE,41.6656443,-86.2012312
Restaurant (A-M) License,EVANGEL HTS. UNITED METH. CHUR,114 N  IRONWOOD DR,RENEWED,SOUTH BEND,IN,46615,574-234-8379,2020,706RESTAM2020,"114 N  IRONWOOD DR, SOUTH BEND, IN, 46615",FALSE,41.676948,-86.2159149
Restaurant (A-M) License,JIMMY JOHN'S,"1290 E IRELAND RD, SOUTH BEND, IN, 46614",RENEWED,SOUTH BEND,IN,46614,574-291-1900,2022,RST2022-194,"1290 E IRELAND RD, SOUTH BEND, IN, 46614, SOUTH BEND, IN, 46614",FALSE,NA,NA
Self Service Laundry/Dry Cleaner License,Valet Laundry LLC,234 S Chapin St,RENEWED,SOUTH BEND,IN,46601,574-514-7976,2022,LND22-00028,"234 S Chapin St, SOUTH BEND, IN, 46601",FALSE,41.6664675,-86.261313
Restaurant (A-M) License,LITTLE CAESARS PIZZA,4329 W  WESTERN AVE,RENEWED,South Bend,IN,46619,574-885-3654,2021,RST2021-108,"4329 W  WESTERN AVE, South Bend, IN, 46619",FALSE,41.6719514,-86.3072456
Massage Establishment License,TOP ORIENTAL MASSAGE,421 N HICKORY RD,RENEWED,SOUTH BEND,IN,46615,574-274-7005,2021,MSE2021-015,"421 N HICKORY RD, SOUTH BEND, IN, 46615",FALSE,41.6839038,-86.1965589
Restaurant (N-Z) License,T. ALLENS KING GYROS,3417 LINCOLN WAY W,ACTIVE,SOUTH BEND,IN,46628,574-232-8901,2023,RST2023-228,"3417 LINCOLN WAY W, SOUTH BEND, IN, 46628",FALSE,41.666636,-86.2385554
Restaurant (N-Z) License,SAINT JOSEPH SCHOOL,216 N HILL ST,READY2ISSU,SOUTH BEND,IN,46617,574-234-0451,2020,RST2020-019,"216 N HILL ST, SOUTH BEND, IN, 46617",FALSE,41.6781154,-86.2427793
Restaurant (A-M) License,COFFEE AND TEA THYME,1105 NORTHSIDE BLVD,ACTIVE,South Bend,IN,46615,260-750-0333,2023,RST2023-229,"1105 NORTHSIDE BLVD, South Bend, IN, 46615",FALSE,41.6646926,-86.2341759
Taxi Driver License,"KUBISIAK, STEVEN / UNITED CAB",824 S 36TH ST,EXPIRED,SOUTH BEND,IN,46613,574-233-9599,2020,TXD2020-003,"824 S 36TH ST, SOUTH BEND, IN, 46613",FALSE,41.6671616,-86.1972511
Donation Box License,GOODWILL INDUSTRIES OF MICHIAN,1906 E IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-472-7300,2021,DNB2021-002,"1906 E IRELAND RD, SOUTH BEND, IN, 46614",FALSE,41.6293934,-86.2218771
Restaurant (A-M) License,J J FISH & CHICKEN,2324 LINCOLN WAY W,RENEWED,SOUTH BEND,IN,46628,574-234-3660,2022,RST2022-135,"2324 LINCOLN WAY W, SOUTH BEND, IN, 46628",FALSE,41.666636,-86.2385554
Arborist License,CUSTOM & MOORE TREE EXPERTS INC,"12945 STATE ROAD 23 HWY,  GRANGER,  46530",RENEWED,GRANGER,IN,46530,574-272-1900,2020,ARB2020-004,"12945 STATE ROAD 23 HWY,  GRANGER,  46530, GRANGER, IN, 46530",FALSE,NA,NA
Alarm Agent License,GENERAL EMERGENCY MONITORING,8227 Northwest Blvd,RENEWED,INDIANAPOLIS,IN,46278,317-925-8919,2021,ALR2021-039,"8227 Northwest Blvd, INDIANAPOLIS, IN, 46278",FALSE,39.9052394,-86.2686428
Scrap Metal Dealer License,"OMNISOURCE, LLC",1305 PRAIRIE AVE,RENEWED,South Bend,IN,46613,260-422-5541,2022,SCR2022-003,"1305 PRAIRIE AVE, South Bend, IN, 46613",FALSE,41.6605644,-86.2632624
Mobile Food Vendor (A-M) 1 Year License,MARTIN'S SIDE STREET DELI,760 COTTER ST,READY2ISSU,South Bend,IN,46613,616-878-2785,2023,MFV2023-002,"760 COTTER ST, South Bend, IN, 46613",FALSE,41.6607761,-86.2612851
Restaurant (N-Z) License,PANDA CHINESE RESTAURANT,1341 PORTAGE AVE,RENEWED,SOUTH BEND,IN,46616,574-289-8899,2022,RST2022-097,"1341 PORTAGE AVE, SOUTH BEND, IN, 46616",FALSE,41.6932137,-86.2685013
Taxi Vehicle License,"UNITED CAB OF SOUTH BEND, LLC",2107 S. MICHIGAN ST.,RENEWED,SOUTH BEND,IN,46613,574-233-9599,2021,TXV2021-008,"2107 S. MICHIGAN ST., SOUTH BEND, IN, 46613",FALSE,41.6519917,-86.2502962
Restaurant (A-M) License,INTERFAITH CHRISTIAN UNION,702 LINCOLN WAY W,RENEWED,SOUTH BEND,IN,46616,574-287-4700,2020,1003RESTAM2020,"702 LINCOLN WAY W, SOUTH BEND, IN, 46616",FALSE,41.666636,-86.2385554
Automotive Repair License,"Spark & Boost Auto Repair, LLC",2730 Mishawaka Ave,ACTIVE,South Bend,IN,46615,574-710-0500,2023,AUT2023-008,"2730 Mishawaka Ave, South Bend, IN, 46615",FALSE,41.6656323,-86.2083962
Hotel and Motel License,IVY COURT INN & SUITES,1404 Ivy Court,ACTIVE,South Bend,IN,46637,574-277-6500,2023,HTM2023-004,"1404 Ivy Court, South Bend, IN, 46637",FALSE,41.6946337,-86.2249227
Restaurant (A-M) License,Insomnia Cookies,"2130 SOUTH BEND AVE, SOUTH BEND, IN, 466375640",RENEWED,South Bend,IN,46637,574-207-4154,2022,RST2022-288,"2130 SOUTH BEND AVE, SOUTH BEND, IN, 466375640, South Bend, IN, 46637",FALSE,NA,NA
Restaurant (N-Z) License,SB 29 MARKET,1129 N. Bendix Dr.,RENEWED,SOUTH BEND,IN,46628,574-520-1711,2021,RST2021-449,"1129 N. Bendix Dr., SOUTH BEND, IN, 46628",FALSE,41.6894829,-86.2935215
Massage Therapist License,RACHAEL ELIZABETH THOMPSON,618 S 35TH ST,RENEWED,SOUTH BEND,IN,46615,574-344-3664,2021,MST2021-015,"618 S 35TH ST, SOUTH BEND, IN, 46615",FALSE,41.6700176,-86.1989908
Restaurant (N-Z) License,POLITO'S ITALIAN RESTAURANT,401 N HICKORY RD,RENEWED,SOUTH BEND,IN,46615,574-243-5385,2021,RST2021-440,"401 N HICKORY RD, SOUTH BEND, IN, 46615",FALSE,41.6839038,-86.1965589
Arborist License,FOEGLEY LANDSCAPE INC.,"52215 LILAC RD,  SOUTH BEND,  46628",RENEWED,SOUTH BEND,IN,46628,574-277-2424,2021,ARB2021-025,"52215 LILAC RD,  SOUTH BEND,  46628, SOUTH BEND, IN, 46628",FALSE,NA,NA
Automotive Repair License,DRIVE & SHINE INC,4340 S IRONWOOD DR,RENEWED,SOUTH BEND,IN,46614,574-277-8877,2021,AUT2021-039,"4340 S IRONWOOD DR, SOUTH BEND, IN, 46614",FALSE,41.6322124,-86.2154405
Restaurant (N-Z) License,Parisi's Restaurant,"1412 S Bend Ave, South Bend, Indiana, 46617",RENEWED,South Bend,IN,46617,574-232-4244,2022,RST2022-104,"1412 S Bend Ave, South Bend, Indiana, 46617, South Bend, IN, 46617",FALSE,41.6918148,-86.2278689
Arborist License,"ACORN LANDSCAPING, LLC",3680 W SAMPLE ST,ACTIVE,SOUTH BEND,IN,46619,574-288-6950,2023,ARB2023-004,"3680 W SAMPLE ST, SOUTH BEND, IN, 46619",FALSE,41.6646032,-86.2980732
Tattoo/Body Piercing Est License,LEGEND INKCORPORATED,"1524 MIAMI ST,  SOUTH BEND,  46613",CLOSED,SOUTH BEND,IN,46613,574-217-8334,2020,TAE2020-002,"1524 MIAMI ST,  SOUTH BEND,  46613, SOUTH BEND, IN, 46613",FALSE,NA,NA
Automotive Repair License,KRAFT TIRE SERVICE,720 W INDIANA AVE,RENEWED,SOUTH BEND,IN,46613,574-234-1242,2021,AUT2021-044,"720 W INDIANA AVE, SOUTH BEND, IN, 46613",FALSE,41.657674,-86.259822
Restaurant (N-Z) License,SPEEDWAY #5487,2075 E IRELAND RD,RENEWED,SOUTH BEND,IN,46614,574-291-5436,2021,RST2021-315,"2075 E IRELAND RD, SOUTH BEND, IN, 46614",FALSE,41.6300253,-86.2162424
Restaurant (A-M) License,IVY COURT INN & SUITES,"1404 IVY CT, SOUTH BEND, IN, 46637",ACTIVE,South Bend,IN,46637,574-277-6500,2023,RST2023-011,"1404 IVY CT, SOUTH BEND, IN, 46637, South Bend, IN, 46637",FALSE,NA,NA
Massage Establishment License,HAIR CRAFTERS,602 LINCOLN WAY E,INACTIVE,SOUTH BEND,IN,46601,574-288-2448,2021,MSE2021-005,"602 LINCOLN WAY E, SOUTH BEND, IN, 46601",FALSE,NA,NA
Taxi Vehicle License,EAGLE CAB LLC,1657 COMMERCE DR.,ACTIVE,SOUTH BEND,IN,46628,574-287-6666,2023,TXV2023-001,"1657 COMMERCE DR., SOUTH BEND, IN, 46628",FALSE,41.6986746,-86.307587
Restaurant (A-M) License,INTERFAITH CHRISTIAN UNION INC,702 LINCOLN WAY W,RENEWED,SOUTH BEND,IN,46616,574-287-4700,2021,RST2021-067,"702 LINCOLN WAY W, SOUTH BEND, IN, 46616",FALSE,41.666636,-86.2385554
Restaurant (N-Z) License,PARISI'S RESTAURANT,1412   SOUTH BEND AVE,RENEWED,SOUTH BEND,IN,46617,574-232-4244,2020,1107RESTZ2020,"1412   SOUTH BEND AVE, SOUTH BEND, IN, 46617",FALSE,41.6918148,-86.2278689
Alarm Agent License,PER MAR SECURITY & RESEARCH CO,730 S  BYRKIT ST,RENEWED,DAVENPORT,IA,52807,563-359-3200,2020,1634ALARM2020,"730 S  BYRKIT ST, DAVENPORT, IA, 52807",FALSE,NA,NA
Lawn Parking License,1209 E. CORBY,1209 E. CORBY,READY2ISSU,SOUTH BEND,IN,46617,NA,2022,LWN2022-004,"1209 E. CORBY, SOUTH BEND, IN, 46617",FALSE,41.6871386,-86.2370227
Restaurant (A-M) License,KWIK MART,2603 S MICHIGAN ST,RENEWED,SOUTH BEND,IN,46614,574-289-1860,2022,RST2022-122,"2603 S MICHIGAN ST, SOUTH BEND, IN, 46614",FALSE,41.6476145,-86.2497723
Restaurant (N-Z) License,Starbucks Coffee #9758,"1290 E IRELAND RD Z, IN, 46614",RENEWED,SOUTH BEND,IN,46614,206-318-8705,2022,RST2022-365,"1290 E IRELAND RD Z, IN, 46614, SOUTH BEND, IN, 46614",FALSE,NA,NA
Automotive Repair License,1 STOP VEHICLE RECONDITIONING,1824 LINCOLN WAY E,RENEWED,SOUTH BEND,IN,46613,574-288-2277,2022,AUT2022-014,"1824 LINCOLN WAY E, SOUTH BEND, IN, 46613",FALSE,NA,NA
Restaurant (N-Z) License,NAVARRE AT THE WOODWARD,111 WOODWARD CT,RENEWED,SOUTH BEND,IN,46601,574-288-4420,2020,1248RESTZ2020,"111 WOODWARD CT, SOUTH BEND, IN, 46601",FALSE,41.6766094,-86.2513312
Restaurant (A-M) License,MC DONALD'S 3597,4711 MIAMI ST,RENEWED,South Bend,IN,46614,574-291-8838,2021,RST2021-155,"4711 MIAMI ST, South Bend, IN, 46614",FALSE,41.6266258,-86.2355053
Restaurant (A-M) License,FAT BOY'S INC.,1239 KING ST.,ACTIVE,SOUTH BEND,IN,46616,574-383-6666,2023,RST2023-066,"1239 KING ST., SOUTH BEND, IN, 46616",FALSE,41.6945003,-86.2682634
Restaurant (A-M) License,Fairfield Inn & Suites,1220 E ANGELA BLVD,ACTIVE,South Bend,IN,46617,574-234-5510,2023,RST2023-059,"1220 E ANGELA BLVD, South Bend, IN, 46617",FALSE,41.6925361,-86.2326418
Restaurant (N-Z) License,SOUTH BEND CELLAR AND WINE BAR,702 E JEFFERSON BLVD,RENEWED,SOUTH BEND,IN,46617,574-217-8071,2022,RST2022-039,"702 E JEFFERSON BLVD, SOUTH BEND, IN, 46617",FALSE,41.6749725,-86.2411844
Restaurant (N-Z) License,SUPER MERCADO ROSALES,1518 S MICHIGAN ST,RENEWED,SOUTH BEND,IN,46613,574-234-5587,2021,RST2021-295,"1518 S MICHIGAN ST, SOUTH BEND, IN, 46613",FALSE,41.6582549,-86.2498107
Tattoo/Body Piercing Artist License,DAVID E MARTIN,2667 ARABIAN CT. APT. 3B,ACTIVE,SOUTH BED,IN,46628,NA,2023,TAA2023-012,"2667 ARABIAN CT. APT. 3B, SOUTH BED, IN, 46628",FALSE,NA,NA
Restaurant (N-Z) License,REAL Services Meals on Wheels Kitchen,"121 W GARST ST, SOUTH BEND, 46601",ACTIVE,South Bend,IN,46601,574-256-1649,2023,RST2023-317,"121 W GARST ST, SOUTH BEND, 46601, South Bend, IN, 46601",FALSE,NA,NA
